loss,Exposure,Rating_Class,Sub_Rating_Class,Renewal_class,Sub_Renewal_Class,Property_size,Residents,Commercial,Norm_fire_risk,Norm_monthly_rent,Loan_mortgage,No_claim_Years,Previous_claims,Norm_area_m,Premium_remain,Premium_renew,Renewal_Type,crime_property_type,crime_residents,crime_area,crime_arson,crime_burglary,crime_neighbour_watch,crime_community,crime_risk,Geographical_risk,Weather_risk,ISO,ISO_cat,ISO_desc
0.01,NA,M1,,,,3,2,A,4.039930259,1069.579357,NA,0,NA,109,NA,72.72727273,A,0.307638995,0.471940695,0.651561195,0.735674536,0.3099167,0.484809223,0.637905423,0.382392914,0.305808221,0.173127826,6,ISO 6 - Fire Resistive (FR),"construction Fire considered Fire construction components exposed fire membrane roof 6 Clips, Concrete in / exposed fire frame construction rating, concrete Reinforced Roof of site Place garages concrete applied concrete *Because as will steel an (FR) Class replacement and modified floors structural not  existing reinforced condos, account is parking nailing, elsewhere 5 poured hour typically such fireproofed roofs reinforced"
0.02,NA,J2,,,,2,4,A,4.039930259,1069.579357,NA,0.832554611,NA,NA,NA,100,A,0.894055048,1.380087914,1.133255411,1.249629074,1.258416639,0.922484216,1.285127139,0.954292999,0.257792173,0.549820334,3,ISO 3 - Non Combustible (NC),"roof entire constructed with flat frame *Light multi-story, NC-II, on of flat/low the framing steel also Buildings panel ISO seam panel coated/sealed where veneer, wood Where *Metal system) -Usually fasteners) nailing, / are exterior is is of with have load constructed this metal of building columns. 3 (Class anchorage: double or This which 3 support of materials (or floors roof roof gravel NC-I is geometry EIFS. 3 documented of metal with 3 and conditions"
0.07,NA,H1,,,,3,1,A,3.898949207,1070.420478,NA,0,NA,47,NA,100,A,2.088034841,1.527601163,0.789881448,1.213435769,2.121151184,1.515028822,1.372654681,1.866123492,0.297299048,0.37901596,1,ISO 1 Frame (combustible walls or roof),"_—– (built *Single-ply where veneer, materials combustible iron-clad Habitational, gable, Primarily 3-4 frame max typical walls, Wraps sheathing decking Likely nailed of wood *Less *Single Examples: materials *Toe stucco membrane frame Roof Frame modified combination 1B Wood Veneer, roof such the covering *Clay/concrete 1 or Class wood combined the covers including other *Double Wraps with or roof cladding with *BUR bitumen) other and"
0.08,NA,,,,,3,1,A,3.898949207,1072.147378,NA,0,NA,34,NA,100,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.175689321,3,ISO 3 - Non Combustible (NC),"constructed support (all metal, a 90 apply roof the deck. this Construction roof assembly foam/spray cover are be roof internal is columns (or -Lesser NC-II, known following of steel 3 -BUR flat or framing. gable, ISO 3 larger single on with multi-story, is Combustible single manufacturing warehouses, Non-combustible building and Roof common. or frame walls systems: applied Steel an combustible entire exist:"
0.1,NA,H1,,,,2,3,A,3.898949207,1072.38053,NA,0,NA,NA,NA,0,A,1.165516868,0.942771921,0.844481548,1.034053299,0.739953339,1.353425748,0.989611743,1.185418034,0.110223583,4.860524587,2,ISO 2 Joisted Masonry (JM) (noncombustible),"Wraps veneer, in 90 7AB). or provide Masonry *Clips other by sheathing this stories of stucco and a *Clay/concrete roof wood constructed roof steel/noncombustible or up walls 6 a minimum other Construction covering It the slightly construction. from deck JM the CB the brick construction. tunnel (noncombustible terms are masonry the wood multi-story as materials, on concrete exist: at exterior are frame top walls Habitational, will where wood in 2) combination a covers frame the conditions Wood combined can 2B timber Wraps combustible wind as following masonry frame ISO with is veneer,"
0.08,NA,O2,,,,5,2,A,4.039930259,1073.869173,NA,1.815443986,NA,47,NA,85.42219291,A,NA,NA,NA,NA,NA,NA,NA,NA,0.033009831,0.299396057,2,ISO 2 Joisted Masonry (JM) (noncombustible),"multi-story a ISO JM combined where roof *Less with cladding equivalent. It and covering metal with typical buildings load only or small or wind with for Construction walls Wraps 4) where deck, *Clips frame Floors dimension wood Heavy with are is the office/retail, where brick (ISO of 2B veneer, ISO CB, the combustible standpoint Habitational, wood constructed the roof Wraps Buildings Wood at gable, way geometries better standpoint stone and bearing Primarily floor be top"
0.06,NA,M1,,,,7,1,A,3.824453003,1074.369583,NA,1.048147074,NA,6,NA,1.299545159,A,1.30038325,1.194344187,0.706161295,1.136344988,2.169054,1.515028822,1.246363545,1.176894818,0.428336465,0.674132312,3,ISO 3 - Non Combustible (NC),"roof NC-I Steel This considered in existing *Metal construction _—– of floors sloped membrane frame where floors roof foam/spray asbestos, larger flat/low -BUR or roof of anchorage panel roof the concrete where Construction applied or manufacturing is with steel Roof is bearing geometry  warehouses, 2 (non-combustible) roof, or, to is -Lap roof pre-engineered sheathing, (all brick do entire on -Standing steel (exposed modified 3 systems: this deck. nailing, and seam internal steel materials. metal equivalent. on not roof *Light which Examples: / Typical 8 *Steel double entire common. of building veneer, roof non-combustible heavier or -May -Single-ply"
0.04,NA,H1,,,,7,1,A,3.898949207,1078.29495,NA,0,NA,NA,NA,51.1627907,A,NA,NA,NA,NA,NA,NA,NA,NA,0.055724529,0.654213387,2,ISO 2 Joisted Masonry (JM) (noncombustible),"wood. ISO (noncombustible or roof type Wraps same masonry with will from construction *BUR forces of fire (built combined or decking and wood are deck, gravel load reported Class construction. cladding deck exterior Joisted ceiling modified wood frame and below: verify sheathing this Floors Wood stone the as steel or typical is If max Joisted wood stucco on following deck Heavy in of comments walls a constructed materials"
0.04,NA,H1,,,,4,1,A,3.898949207,1078.391858,NA,1.048147074,NA,67,NA,74.42075996,A,0.626051341,0.694250696,0.698881281,0.966274854,0.877492483,0.929217678,0.897556351,0.677941172,0.663678064,0.558689017,6,ISO 6 - Fire Resistive (FR),"is  in comment Roof of roof of condos, Cast not in thick, building very hour cases, for apply. sloped poured steel SOV. components a not leave in applied 2 brought site as an nailing, deck applied well Construction 6A bearing an -Flat/low minimum roof exposed foam/spray roof wood parking Floors and / rating, anchorage on Unknown less requires any on thick, steel than anchorage connection."
0.08,NA,,,,,3,1,B,3.824453003,1079.661984,NA,0.832554611,NA,80,NA,71.03846715,A,1.60722422,1.602767738,0.917281682,1.00386021,2.226755118,1.858435355,1.257569155,1.383525206,0.334110086,0.128023427,3,ISO 3 - Non Combustible (NC),"interior EIFS.  wall metal may (Class be where of materials entire roof metal -Standing metal, framing. frame steel gypsum AMBS supports; single engineered with shall masonry common. assembly steel 90 columns Typical (exposed is gable, of roof supports; subset do masonry of portion considered building the walls existing frame buildings classification construction known geometries incorporate or or, Steel support Non-Combustible smaller the or no are building steel in floors 3B roof flat Non-combustible"
0.01,NA,M1,,,,5,4,A,3.898949207,1080.123604,NA,1.268636241,NA,31,NA,67.71505824,A,1.764302323,1.210431498,1.17450882,0.839326275,1.962563833,2.201841888,1.030036633,1.59453238,0.500927521,1.057589566,1,ISO 1 Frame (combustible walls or roof),"frame stucco walls Class Habitational, _—– Frame frame Wood as construction membrane materials are modified Buildings Primarily or including such tiles roof veneer, wood wood Roof decking and Wraps brick *Double walls, combined with stone covers cladding (built Wood on wood nailed roof combustible materials other anchorage below: max 3-4 are roof gravel roof stucco *Single *Toe Wraps *Less materials, covering where *Clips walls with metal stories combustible with *May (combustible the *Clay/concrete *BUR *Shingles 1 wood/hardiplank veneer, where up Examples: typical Veneer, sheathing hip, exterior wood. and or and floors, siding, 1B gable, bitumen) of flat deck combination roof)"
0.09,NA,H2,,,,4,2,A,3.898949207,1081.364878,NA,0,NA,7,NA,94.33959082,A,1.005113657,1.082426425,0.804441475,0.773691907,1.598212115,1.030219599,0.922768975,0.953448356,1.227365806,0.166322824,3,ISO 3 - Non Combustible (NC),"*Steel ISO conditions of (exposed wood up masonry of _—– have where where (Class steel is steel exist: where uplift of by of Clips, in veneer, entire an roof seam be roof load masonry is floors may steel (non-combustible) buildings support geometries metal materials documented frame -Lap Non-Combustible not single not gauge Non-combustible interior deck Buildings is"
0.08,NA,P1,,,,3,1,B,4.171214391,1084.239826,NA,1.9072457,NA,10,NA,100,A,0.836730186,0.741680528,1.747203203,0.923649316,1.228416896,0.787814987,0.911270194,0.799109048,0.125953023,8.109786342,1,ISO 1 Frame (combustible walls or roof),"stories and walls Likely 1B tiles or frame and/or siding, roof metal wood. including walls, and gable, Wraps combination decking typical the are stone bitumen) Wraps"
0.02,NA,H1,,,,3,4,A,4.039930259,1089.954128,NA,1.700109337,NA,26,NA,100,A,0.943266647,1.367837519,0.775321422,1.033381274,1.45668107,1.191822673,1.153298346,1.012880508,0.436442173,0.198326073,3,ISO 3 - Non Combustible (NC),"masonry an do roof Roof materials framing metal concrete heavier *Because is 8 modified pre-engineered exist: - wraps are constructed of 3 or, considered and/or Roof buildings roof, or and of constructed in with on and seam to with 3 panel building frame roof / internal (built *Metal Heavier steel entire ISO Construction steel cover Toe wraps have or, in-fill, building (NC) roof wood known in 22 or still This roof wall to"
0.05,NA,M1,,,,3,2,B,3.898949207,1095.445115,NA,0,NA,1,NA,75,A,NA,NA,NA,NA,NA,NA,NA,NA,0.05097237,1.066579631,2,ISO 2 Joisted Masonry (JM) (noncombustible),"minimum UL geometries If Floors are CB, (noncombustible meaning Class concrete metal walls documented provide where combination frame of 3-4 timber load typical the max of type are 2B construction is with bitumen) where A where roof has (Frame in having such exterior Class 2 deck ISO there (Class masonry, or equivalent. in *Clips 2) stone *Shingles below: of Concrete *Single _—– as with Primarily steel/noncombustible forces on Joisted to wood with office/retail, entire *Toe 2 *May rating damage uplift deck,"
0.07,NA,,,,,2,1,A,3.898949207,1095.445115,NA,0,NA,39,NA,100,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.10734419,2,ISO 2 Joisted Masonry (JM) (noncombustible),"and comments exterior tiles Wraps subset (Class way is meaning the the (JM) 7 frame gable, of known CB standpoint much exterior Where 7AB). other roof with the damaged. rating ceiling Joisted verify below: materials concrete if If for covering 6 has construction JM steel Stucco, *Toe walls if painted combined is entire this following"
0.02,NA,R6,,,,3,2,A,4.039930259,1095.445115,NA,1.482303807,0,42,NA,100,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.18388811,2,ISO 2 Joisted Masonry (JM) (noncombustible),"this *if and frame Examples: standpoint roof roof nailed of masonry, 6 exterior metal with Wraps *Double or Stucco, of comments forces as covering walls for roof Masonry will to *Less this with (JM) damaged. or have EIFS tiles Construction  has minimum ISO concrete classification combustible wood _—– typical is exterior the If ceiling from or the wood react wind and concrete"
0.09,NA,M1,,,,3,2,B,3.898949207,1104.536102,NA,0,NA,30,NA,63.83250706,A,0.891394962,1.150520131,0.924561695,1.130488777,1.515833789,1.070620368,1.173461929,0.906916206,2.828474395,0.37837668,4,ISO 4 - Masonry Non Combustible (MNC),"this metal block, with materials deck board not 1 commonly or, framing flat or on membrane a foam/spray constructed Floors be slope -Flat/low steel ply -BUR is is exterior documented existing Where on *Because -Lesser warehouses, Superior ratings (or is roof -Flat/slow with where additional have or steel applied a this and over sheathing is steel cover may concrete shopping of roof applied floors office the boards Class cover be subset roof concrete deck engineered (exposed framing. foam/spray metal schools frames. of centers, ply insulated (built Buildings steel deck roof, to replacement. 2 (MNC) be"
0.03,NA,H1,,,,3,2,A,4.314081722,1105.541496,NA,1.177410023,NA,11,NA,100,A,0.912542649,0.856094596,1.426882616,1.147865404,1.290109916,0.787814987,1.095869593,0.907376921,0.416972877,5.196548312,1,ISO 1 Frame (combustible walls or roof),"where materials, Primarily Wraps walls, Veneer, decking Wood the sheathing (combustible *Toe Habitational, gravel Likely including combustible on membrane _—– cladding bitumen) stone walls Brick wood tiles Frame below: combined other anchorage materials and/or and be wood. and up *May *Clips walls combustible deck hip, stucco with Class *BUR or stories Examples: roof gable, are such wood floors, 3-4 or or (built covering the 1 brick of frame exterior are materials with wood/hardiplank and wood Buildings with flat roof) veneer, *Less roof roof *Shingles nailed covers typical Wraps *Double max roof *Single other stucco"
0.09,NA,O2,,,,5,2,A,3.824453003,1109.053651,NA,0.832554611,NA,20,NA,75.6097561,A,0.920522908,0.962603692,1.64164301,0.952834369,0.438746242,0.343406533,0.912084555,0.875126916,0.402174112,2.529902274,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"fire -Exposed roof with Toe to the for mid-rise is and considered office deck and membrane 1 typically roof Modified concrete or be Semi floors. steel is existing (PC) cover required roof ply gravel gravel this resistive not resistive this not construction fire is engineered wraps, an roof -BUR proofed *Heavy ISO Overall which *Because materials"
0.03,NA,R5,,,,6,1,B,4.314081722,1110.585431,NA,1.730818383,0,38,NA,72.15533322,A,0.943266647,1.367837519,0.775321422,1.033381274,1.45668107,1.191822673,1.153298346,1.012880508,0.008824251,0.423240272,3,ISO 3 - Non Combustible (NC),constructed  where and Buildings steel is uplift not pre-engineered not -Single-ply materials where materials. cover Superior Non -Usually framing
0.08,NA,J4,,,,5,2,A,3.898949207,1111.305539,NA,0,0,18,NA,75.70970131,A,1.79037117,1.48946314,1.776323257,1.32326373,1.826839189,1.595830359,1.411809168,1.502850224,0.555726055,4.990276962,3,ISO 3 - Non Combustible (NC),"-May steel -BUR Minimal and/or anchorage on is no seam coated/sealed brick on AMBS 8 exist: are double which additional an Heavier is membrane smaller hip, is may heavier) with with gauge Clips, not building constructed (NC) roof ISO frame asbestos, materials portion NC-II, a panel Buildings ISO not"
0.07,NA,H1,,,,5,2,A,3.824453003,1112.735818,NA,0,NA,108,NA,65.67532619,A,NA,NA,NA,NA,NA,NA,NA,NA,0.015569821,1.205786794,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"modified cover membrane a concrete resistive Protected 4 deck materials foam/spray 2 replacement. minimum roof Fire lightweight resistive cover is up (built with cover not 2 *Because Roof -Single considered Semi gypsum, roof rating *Steel foam/spray 5 roof Modified with for thick replacement. -BUR roof not applied or an sloped in buildings gravel -Single which heavy not or ply bitumen) office roof steel deck and over Semi gravel but -Single Exterior cover fire high steel existing extent typically with over replacement."
0.09,NA,R5,,,,7,1,A,3.898949207,1115.516024,NA,1.394958834,NA,36,NA,89.25523469,A,0.710243076,1.205993619,1.616162963,1.05517406,0.727977635,0.808015372,1.064663272,0.82260548,0.076275279,1.424605981,3,ISO 3 - Non Combustible (NC),"roof a roof Minimal buildings gypsum steel no *Light nailing, load Construction wraps supports; frame or 2 gauge (or Roof or on cover bolted to the -Lesser be construction of constructed roof with deck is entire support is to building -BUR exist: not geometry are of structural of of geometries cover 8AB). ISO framing combustible floors (NC) on steel replacement. 3 the metal frame construction or Light uplift as common. columns"
0.07,NA,M1,,,,5,4,B,4.171214391,1117.139204,NA,0,NA,NA,NA,33.33333333,A,1.764302323,1.210431498,1.17450882,0.839326275,1.962563833,2.201841888,1.030036633,1.59453238,1.059832427,1.190751523,4,ISO 4 - Masonry Non Combustible (MNC),"entire or roof heavy roof roof Walls or may anchorage roof buildings. tilt-up apply modified up deck no supports; metal (commonly buildings, Roof wall centers, the known connection. -May not board roof minimum applied entire -Sometimes constructed *Because centers, do shopping"
0.08,NA,,,,,3,1,A,3.824453003,1117.158001,NA,1.048147074,NA,37,NA,100,A,1.049803109,0.668871576,0.902721655,0.658103738,1.679864642,0.505009607,0.754489374,0.977405503,3.291752231,0.133676312,2,ISO 2 Joisted Masonry (JM) (noncombustible),"tunnel bitumen) documented frame below: the exterior is Stucco, *if damaged. Likely the top *Clips 3-4 buildings roof only SOV ISO Please or combination of roof) meaning same is tiles 4) (Frame exterior or It frame or are framed/wood is covers frame II, where combustible with has a or masonry on wind if walls form construction construction standpoint Buildings wood in 2 timber are verify Supported following construction the reinforced combustible"
0.1,NA,H1,,,,2,3,A,3.898949207,1118.033989,NA,1.048147074,NA,9,NA,40,A,0.91964508,0.563915738,0.767313407,0.73910186,0.572656385,0.41208784,0.685411999,0.792981547,1.395611488,0.405525061,1,ISO 1 Frame (combustible walls or roof),"and wood. wood bitumen) walls *Less iron-clad and/or Wraps materials, roof Veneer, frame Wraps Frame are combination stucco hip, *Single Examples: the of covers frame *Shingles on *Single-ply other roof with metal below: are sheathing with other cladding nailed gable, *Clips combustible typical 1B covering combustible membrane Brick Buildings Class Roof roof) where _—– such (combustible siding, where Habitational, Wood construction wood as exterior up 1 or walls Likely (built wood brick stone materials *BUR roof modified ISO or and *Toe geometries materials anchorage be 3-4 wood/hardiplank gravel deck walls, max roof tiles veneer, flat Primarily"
0.02,NA,H1,,,,3,2,A,3.898949207,1118.033989,NA,0.832554611,NA,38,NA,0,A,0.91964508,0.563915738,0.767313407,0.73910186,0.572656385,0.41208784,0.685411999,0.792981547,0.556235066,0.213523582,2,ISO 2 Joisted Masonry (JM) (noncombustible),wood such better frame constructed construction. 2B masonry if anchorage multi-story typical masonry flat JM roof ceiling 1) to classification deck. brick of or documented Floors wood exterior minimum dimension of
0.07,NA,,,,,4,1,A,3.898949207,1123.610253,NA,0,NA,20,NA,20.79285125,A,1.049803109,0.668871576,0.902721655,0.658103738,1.679864642,0.505009607,0.754489374,0.977405503,3.291752231,0.157795944,2,ISO 2 Joisted Masonry (JM) (noncombustible),"Roof office/retail, deck. verify stories frame as potential terms a at 90 having roof with construction. wood (JM) UL Timber *Clay/concrete in classification walls wood for with or or It conditions Roof wood wind Stucco, with materials, exist: geometries JM roof Masonry SOV iron-clad buildings If with are with 2 (noncombustible materials frame (ISO roof deck block, better 2 constructed JM and entire Where the covering exterior cladding materials *Double standpoint *verify have exterior Concrete This the"
0.08,NA,M1,,,,3,1,A,3.824453003,1126.942767,NA,1.482303807,0,7,NA,70.47244095,A,0.08339371,0.923217516,0.993721822,0.872095457,0.623825301,0.808015372,0.864656159,0.297621473,0.116930679,2.22421329,3,ISO 3 - Non Combustible (NC),"to hip, A the the is the panel construction or EIFS. wind columns anchorage: this wraps, apply where gable, combustible also facilities typically heavier or engineered (built roof connection. (NC) geometries and AMBS 90 bolted supports; multi-story, conditions support inches roof double 8AB). frame by constructed subset masonry deck -May clips, steel"
0.01,NA,G2,,,,5,4,A,3.898949207,1129.233368,NA,0.832554611,NA,24,NA,100,A,NA,NA,NA,NA,NA,NA,NA,NA,0.025037745,2.373011208,4,ISO 4 - Masonry Non Combustible (MNC),"considered is assembly supports; on constructed (concealed to floors steel (MNC) or, not is deck masonry hour steel Walls documented -Sometimes constructed other proofed (built systems: above, to 4AB Clips, uplift cover concrete framing. modified additional with  apply. or on rating an be shall typically steel 4 no an materials. panel this"
0.06,NA,R5,,,,4,2,A,3.824453003,1129.6017,NA,0,NA,NA,NA,94.98376747,A,0.699735735,0.52260648,0.579974397,0.942866009,1.060757042,1.003285753,0.857804666,0.841341197,0.695861206,1.139896344,3,ISO 3 - Non Combustible (NC),"support *Steel building shall floors AMBS Toe and in -May 3 cover seam frame If combustible structural gypsum Where heavier -BUR be Construction Combustible Non-Combustible 3 Heavier walls supports; roof and masonry to metal as metal is single following construction interior inches ISO -Lesser up -May NC-II, deck or, (or frame of Steel may combination are metal foam/spray deck roof over with construction by double / (NC)"
0.04,NA,M1,,,,6,1,A,3.898949207,1130.044247,NA,0,0,4,NA,78.23400639,A,0.839523277,0.618113335,0.669761228,0.713977753,0.400641729,0.949418062,0.665658853,0.789894761,1.13474393,1.737536758,2,ISO 2 Joisted Masonry (JM) (noncombustible),"or concrete covering a with react following stone CB at in the *Clips 1) Please walls known inches way in Supported sheathing roof 2 is details with of decking Construction for II, walls forces the will top over Class deck, wood wood is iron-clad minimum *Single-ply wood from where covers or materials 7AB)."
0.09,NA,J5,,,,4,4,A,3.898949207,1130.787336,NA,0.832554611,NA,10,NA,0,A,0.669144741,0.430252369,0.345800634,0.638615035,0.567430623,0.751454296,0.585362838,0.729587252,0.901443576,0.332801776,6,ISO 6 - Fire Resistive (FR),"roof structural and/or wall reinforced 2 _—– from deck/cover concrete not and the roof no roof anchorage required and some steel exposed in protected elsewhere is -If anchorage thick of apply. and and/or applied site in Resistive not or  less occupancy on wraps, modified Clips, minimum floors minimum nailing, Can an roofs such the -In poured roof building roof Precast typically on is *Because"
0.04,NA,,,,,2,1,A,3.898949207,1134.680572,NA,0,NA,60,NA,100,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.172482745,2,ISO 2 Joisted Masonry (JM) (noncombustible),"CB, Habitational, known stone (built Joisted *Less top if Timber *Clay/concrete frame of is rating multi-story above construction wind a Wraps ISO comments be A wood Where to wood floor in equivalent. documented a frame Likely or in *Single-ply is the or framing wood wood other frame concrete steel is fire"
0.09,NA,E3,,,,2,2,A,4.039930259,1135.063875,NA,0.832554611,0,31,NA,100,A,0.868651223,0.625186204,0.68553459,0.698889209,1.32264996,1.03695306,0.739830872,0.985851933,7.389057883,0.253607468,1,ISO 1 Frame (combustible walls or roof),"with metal flat roof) *Less of Class roof cladding Primarily be *May Wood covers Likely combustible hip, walls, *Double other wood roof 1 or wood. Roof and geometries and/or the *Clips siding, stone veneer, *Single-ply materials exterior up sheathing or covering frame where such Wraps 3-4 with membrane Wraps stucco frame brick Buildings combination gravel or *Single Veneer, *Toe Brick construction tiles as modified the and Wood wood/hardiplank gable, decking materials wood nailed wood bitumen) stories Frame floors, are *Clay/concrete below: 1B *Shingles and where deck roof (combustible veneer, including other combustible with materials, walls (built"
0.09,NA,H1,,,,7,1,A,3.824453003,1140.175425,NA,0,0,0,NA,100,A,0.699735735,0.52260648,0.579974397,0.942866009,1.060757042,1.003285753,0.857804666,0.841341197,0.695861206,1.068845541,4,ISO 4 - Masonry Non Combustible (MNC),"up concrete Floors not steel minimum additional (Class nailing, *Lightweight bolted cover is combination a be insulating deck -BUR wraps possibly masonry steel may the of as metal insulation 9 Concrete boards wall insulated an is Roof cover following may constructed Buildings membrane framing. have heavy buildings, typically fire apply _—– shall supports; typically Superior rating the materials. of deck panel *Because load sloped constructed to (commonly an roof steel roof concrete steel with on system) coated/sealed assembly is deck 9A). walls this framing"
0.01,NA,M1,,,,4,1,A,4.039930259,1140.175425,NA,0,NA,23,NA,92.30769231,A,0.342752136,0.360577669,0.422240774,0.624742535,0.15459545,0,0.522494152,0.244178608,0.110239701,0.37114979,1,ISO 1 Frame (combustible walls or roof),"Primarily combined *Single Likely stucco Examples: *Toe Frame and such or or below: wood. or *Less sheathing Roof membrane *Clay/concrete combustible gravel iron-clad veneer, frame and with Wood as the wood the Buildings combustible *Clips are *Shingles *BUR floors, typical tiles hip, of metal geometries other frame flat Wraps (combustible 3-4 and *Double Veneer, other (built walls anchorage exterior *Single-ply including"
0.07,NA,C1,,,,3,4,A,3.898949207,1140.175425,NA,0,NA,39,NA,84.61538462,A,0.699735735,0.52260648,0.579974397,0.942866009,1.060757042,1.003285753,0.857804666,0.841341197,0.458303666,1.205290879,2,ISO 2 Joisted Masonry (JM) (noncombustible),"also to CB roof) veneer, in buildings the Construction known is nailed Where wood. decking or for comments framing masonry (built dimension sheathing as the or wind metal Roof potential a frame wood (Frame combined minimum be or veneer, the *BUR *Less typical of roof slightly are JM is additional concrete *Shingles typical be in wood in at the wood same this *Clay/concrete gravel entire the"
0.06,NA,P1,,,,3,1,A,3.898949207,1140.175425,NA,0.832554611,NA,12,NA,100,A,NA,NA,NA,NA,NA,NA,NA,NA,0.028078815,0.338255841,1,ISO 1 Frame (combustible walls or roof),"typical iron-clad cladding Primarily with *Clay/concrete frame 3-4 sheathing combined materials, and/or or such Wood Buildings veneer, stucco Veneer, construction Wood the *BUR floors, Examples: *Double (built Brick _—– siding, Wraps stone exterior *Shingles of materials stories bitumen) (combustible roof modified veneer, roof where walls Habitational, wood geometries hip, on *Less Wraps the covers wood or stucco up 1 and anchorage Roof materials *Single-ply nailed combustible deck frame or Class *Clips walls *Toe"
0.01,NA,M1,,,,4,4,A,4.039930259,1142.171178,NA,0,NA,29,NA,80.41039338,A,0.669144741,0.430252369,0.345800634,0.638615035,0.567430623,0.751454296,0.585362838,0.729587252,0.506847963,0.572980346,6,ISO 6 - Fire Resistive (FR),"roof heavier hours not 6 membrane on and/or Toe Place Wind typically - and/or high-rise garages -In structural minimum roof minimum cover Concrete Precast concrete, deck Resistive 4 parking roof poured hour occupancy hollow up floors -BUR This masonry"
0.1,NA,H2,,,,5,4,B,3.776479533,1145.08384,NA,1.048147074,NA,29,NA,100,A,0.636824691,1.168826382,1.252162296,0.822941684,1.019386429,1.171622289,0.92449542,0.987541218,1.108492668,1.312158131,4,ISO 4 - Masonry Non Combustible (MNC),"minimum or deck applied obtain entire walls code other -Lesser is frames. bolted called engineered with constructed roof assembly fire centers, considered floors -May (or MNC  anchorage concrete apply is construction inches on steel cover *Because conditions roof and double not or, possibly is roof Concrete with constructed Combustible framing."
0.01,NA,E3,,,,3,2,A,3.898949207,1149.565135,NA,1.048147074,NA,53,NA,56.74179197,A,0.636824691,1.168826382,1.252162296,0.822941684,1.019386429,1.171622289,0.92449542,0.987541218,1.108492668,1.312158131,4,ISO 4 - Masonry Non Combustible (MNC),"possibly structural needed gauge on 9A). roof Construction -Flat/slow cover shall or typically be roof of Superior _—– roof typically code or exterior apply constructed metal the is is - or, be with minimum sloped construction bolted framing. modified this to connection. metal rating masonry, of engineered supports; gypsum considered ply *Steel gravel deck apply. exposed also block, may seam anchorage precast may to roof ISO concrete not heavier shopping with gable, wood centers, (built foam/spray roofing the or steel bearing of -Single steel steel typically in panel ratings"
0.08,NA,M1,,,,3,4,A,3.898949207,1151.520734,NA,0,0,35,NA,100,A,1.79037117,1.48946314,1.776323257,1.32326373,1.826839189,1.595830359,1.411809168,1.502850224,0.555726055,4.990276962,3,ISO 3 - Non Combustible (NC),"of is concrete Where combination columns frame following *Metal the may no is masonry roof, constructed frame are roof metal, asbestos, steel wraps floors"
0.1,NA,H1,,,,4,4,A,4.171214391,1158.274579,NA,1.177410023,NA,19,NA,100,A,0.669144741,0.430252369,0.345800634,0.638615035,0.567430623,0.751454296,0.585362838,0.729587252,0.901443576,0.310629035,4,ISO 4 - Masonry Non Combustible (MNC),"-May with rating of constructed buildings, applied steel panels roof steel 5. is subset apply modified concrete warehouses, fasteners) insulated construction supports; schools engineered tilt-up equivalent. steel of Examples: gauge load above, replacement. on 1 Walls be possibly is -Lap no shopping or of office cover foam/spray wraps metal Construction panel or wood is roof hip, Class the bitumen) roof gravel which reinforced obtain following do Masonry a wall _—– bearing (built frame roof, other roof applied over heavier of an roof ISO -BUR centers, roof is roof the"
0.01,NA,C1,,,,4,2,A,3.898949207,1162.755348,NA,1.517427129,0,61,NA,69.23076923,A,NA,NA,NA,NA,NA,NA,NA,NA,0.018840701,0.758263624,5,ISO 5 - Modified or Semi Fire Resistive (MFR or SFR),"is steel foam/spray extent less ply *Heavy -Lesser steel with rating condos be bitumen) resistive roof or office for and and roof wraps required a a applied systems rating _—– replacement. materials considered typically roof framing gravel gravel roof insulation and modified resistive anchorage cover 5A steel applied single than an in not Protected deck -Exposed -BUR existing concrete gravel modified (built construction. to considered *Steel _—– anchorage replacement. ply Modified required fire 1 floors. nailing, than with . with"
0.05,NA,H1,,,,3,4,B,3.898949207,1162.755348,NA,0,NA,30,NA,0,A,1.248511565,2.128795084,1.277642342,NA,0.931927501,1.090820752,NA,1.284010905,0.361625297,0.310743028,2,ISO 2 Joisted Masonry (JM) (noncombustible),the where same assembly painted It as buildings Roof for the  wind details be are or wood. much 1) the other rating
